Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z
31.936,1129,31,928000000,world,4.506213264859322e-10,4.5105407929924845e-10,1.946381220751702e-09,3.509813050317936e-10,-2.349686060053532e-09,4.743957676010391e-09
31.952,1130,31,944000000,world,4.506213264859322e-10,4.5105407929924845e-10,1.946381220751702e-09,3.5105929778066114e-10,-2.349763088784646e-09,4.744534963760574e-09
31.976,1131,31,952000000,world,4.607326624587796e-10,4.077854426738949e-10,1.0875105085696932e-09,3.8436610636153304e-10,-2.434873054830059e-09,4.854484264003883e-09
31.992,1132,31,976000000,world,4.490548681517505e-10,5.011857610466027e-10,1.1108457349583685e-09,3.6828531591467057e-10,-2.504936628261502e-09,4.983252764205632e-09
32.008,1133,31,992000000,world,4.490548681517505e-10,5.011857610466027e-10,1.1108457349583685e-09,3.682826299166949e-10,-2.504948939079863e-09,4.983334655503566e-09
32.016,1134,32,8000000,world,4.490548681517505e-10,5.011857610466027e-10,1.1108457349583685e-09,3.6828218809791636e-10,-2.5049574404641048e-09,4.983358184250054e-09
32.032,1135,32,24000000,world,4.798652772293501e-10,4.366840379380131e-10,4.682356820966719e-10,3.096482481615615e-10,-2.552243544107296e-09,5.091401125224505e-09
32.048,1136,32,40000000,world,4.798652772293501e-10,4.366840379380131e-10,4.682356820966719e-10,3.0965327109906645e-10,-2.552244858434344e-09,5.091365555883208e-09
32.08,1137,32,72000000,world,4.798652772293501e-10,4.366840379380131e-10,4.682356820966719e-10,3.0965154587178846e-10,-2.552254582132013e-09,5.090770737449169e-09
32.104,1138,32,88000000,world,2.0294469051562803e-10,3.023765003365709e-10,4.504579501496235e-12,1.276469039219465e-10,-2.58039760934315e-09,5.185689917362193e-09
32.112,1139,32,104000000,world,2.0294469051562803e-10,3.023765003365709e-10,4.504579501496235e-12,1.2763636532670535e-10,-2.5803974095009675e-09,5.185283116181629e-09
32.128,1140,32,120000000,world,2.0294469051562803e-10,3.023765003365709e-10,4.504579501496235e-12,1.276285592031772e-10,-2.580399814615865e-09,5.184982063326901e-09
32.144,1141,32,136000000,world,2.0294469051562803e-10,3.023765003365709e-10,4.504579501496235e-12,1.276281452629022e-10,-2.580399892113025e-09,5.184813269350922e-09
32.16,1142,32,160000000,world,1.4461969968050539e-10,2.3283195617099057e-10,-4.777660436140036e-10,2.866055018081589e-08,2.1448980756834982e-07,-1.0109426102557871e-10
32.184,1143,32,176000000,world,1.4461969968050539e-10,2.3283195617099057e-10,-4.777660436140036e-10,2.5085951250845328e-09,-3.9006701584083514e-08,6.73021628282608e-09
